name,year,committee,region,cleanedName,cleanedRegion,Continent,DirectMatch,FuzzyMatch,GenderGuesser
Ethan Katz-Bassett,2014,Program,"University of Southern California, USA",Ethan Katz-Bassett,"University of Southern California, USA",North America,Male,Male,male
Teemu Koponen,2014,Program,"VMware, USA",Teemu Koponen,"VMware, USA",North America,Male,Male,male
Harsha Madhyastha,2014,Program,"UC Riverside, USA",Harsha Madhyastha,"UC Riverside, USA",North America,,Male,unknown
Ratul Mahajan,2014,Program,"Microsoft Research, USA",Ratul Mahajan,"Microsoft Research, USA",North America,Male,Male,unknown
Nick McKeown,2014,Program,"Stanford University, USA",Nick McKeown,"Stanford University, USA",North America,Male,Male,male
Michael Mitzenmacher,2014,Program,"Harvard University, USA",Michael Mitzenmacher,"Harvard University, USA",North America,Male,Male,male
Andrew Moore,2014,Program,"University of Cambridge, UK",Andrew Moore,"University of Cambridge, UK",Europe,Male,Male,male
Robert Morris,2014,Program,"Massachusetts Institute of Technology, USA",Robert Morris,"Massachusetts Institute of Technology, USA",North America,Male,Male,male
Jitendra Padhye,2014,Program,"Microsoft Research, USA",Jitendra Padhye,"Microsoft Research, USA",North America,Male,Male,unknown
Vivek Pai,2014,Program,"Princeton University, USA",Vivek Pai,"Princeton University, USA",North America,,,male
Dina Papagiannaki,2014,Program,"Telefonica, Spain",Dina Papagiannaki,"Telefonica, Spain",Europe,Female,Female,female
KyoungSoo Park,2014,Program,"KAIST, Korea",KyoungSoo Park,"KAIST, Korea",Asia,Male,Male,unknown
Adrian Perrig,2014,Program,"ETH Zurich, Switzerland",Adrian Perrig,"ETH Zurich, Switzerland",Europe,Male,Male,male
Larry Peterson,2014,Program,Princeton University and ON.LAB,Larry Peterson,Princeton University and ON.LAB,North America,,,male
Srinivasan Seshan,2014,Program,"Carnegie Mellon University, USA",Srinivasan Seshan,"Carnegie Mellon University, USA",North America,Male,Male,unknown
Vyas Sekar,2014,Program,"Carnegie Mellon University, USA",Vyas Sekar,"Carnegie Mellon University, USA",North America,Male,Male,unknown
Scott Shenker,2014,Program,"UC Berkeley and ICSI, USA",Scott Shenker,"UC Berkeley and ICSI, USA",North America,Male,Male,male
Alex Snoeren,2014,Program,"UC San Diego, USA",Alex Snoeren,"UC San Diego, USA",North America,,Male,male
Neil Spring,2014,Program,"University of Maryland, USA",Neil Spring,"University of Maryland, USA",North America,Male,Male,male
Kun Tan,2014,Program,"Microsoft Research, Asia",Kun Tan,"Microsoft Research, Asia",North America,Male,Male,andy
Renata Teixeira,2014,Program,"University Pierre et Marie Curie, France",Renata Teixeira,"University Pierre et Marie Curie, France",Europe,Female,Female,female
Amin Vahdat,2014,Program,"Google and UC San Diego, USA",Amin Vahdat,"Google and UC San Diego, USA",North America,Male,Male,male
Walter Willinger,2014,Program,"Niksun, USA",Walter Willinger,"Niksun, USA",North America,Male,Male,male
John Wrocklawski,2014,Program,"ISI, USA",John Wrocklawski,"ISI, USA",North America,,,male
Richard Yang,2014,Program,"Yale University, USA",Richard Yang,"Yale University, USA",North America,,Male,male
Xiaowei Yang,2014,Program,"Duke University, USA",Xiaowei Yang,"Duke University, USA",North America,Female,Female,unknown
Minlan Yu,2014,Program,"University of Southern California, USA",Minlan Yu,"University of Southern California, USA",North America,Female,Female,unknown
Ellen Zegura,2014,Program,"Georgia Tech, USA",Ellen Zegura,"Georgia Tech, USA",North America,,Female,female
Yin Zhang,2014,Program,"University of Texas, Austin, USA",Yin Zhang,"University of Texas, Austin, USA",North America,Female,Female,andy
Brad Karp,2015,Program,"University College London, UK",Brad Karp,"University College London, UK",Europe,Male,Male,male
Jitendra Padhye,2015,Program,"Microsoft Research, USA",Jitendra Padhye,"Microsoft Research, USA",North America,Male,Male,unknown
Aditya Akella,2015,Program,"University of Wisconsin, USA",Aditya Akella,"University of Wisconsin, USA",North America,Male,Male,male
Mohammad Alizadeh,2015,Program,"MIT and Cisco, USA",Mohammad Alizadeh,"MIT and Cisco, USA",North America,Male,Male,male
Katerina Argyraki,2015,Program,"EPFL, Switzerland",Katerina Argyraki,"EPFL, Switzerland",Europe,,Female,female
Aruna Balasubramanian,2015,Program,"Stony Brook University, USA",Aruna Balasubramanian,"Stony Brook University, USA",North America,Female,Female,female
Hitesh Ballani,2015,Program,"Microsoft Research, UK",Hitesh Ballani,"Microsoft Research, UK",Europe,Male,Male,unknown
Sujata Banerjee,2015,Program,"HP Labs, USA",Sujata Banerjee,"HP Labs, USA",North America,Female,Female,female
Keren Bergman,2015,Program,"Columbia University, USA",Keren Bergman,"Columbia University, USA",North America,,Female,female
John Byers,2015,Program,"Boston University, USA",John Byers,"Boston University, USA",North America,,Male,male
Jeff Chase,2015,Program,"Duke University, USA",Jeff Chase,"Duke University, USA",North America,Male,Male,male
Mung Chiang,2015,Program,"Princeton University, USA",Mung Chiang,"Princeton University, USA",North America,Male,Male,unknown
Jon Crowcroft,2015,Program,"University of Cambridge, UK",Jon Crowcroft,"University of Cambridge, UK",Europe,Male,Male,male
Bruce Davie,2015,Program,"VMware, USA",Bruce Davie,"VMware, USA",North America,,Male,male
Nandita Dukkipati,2015,Program,"Google, USA",Nandita Dukkipati,"Google, USA",North America,Female,Female,female
Anja Feldmann,2015,Program,"Technische Univ. Berlin, Germany",Anja Feldmann,"Technische Univ. Berlin, Germany",Europe,Female,Female,female
Bryan Ford,2015,Program,"Yale University, USA",Bryan Ford,"Yale University, USA",North America,Male,Male,male
Nate Foster,2015,Program,"Cornell University, USA",Nate Foster,"Cornell University, USA",North America,Male,Male,female
Lixin Gao,2015,Program,"Univ. of Massachusetts Amherst, USA",Lixin Gao,"Univ. of Massachusetts Amherst, USA",North America,Female,Female,unknown
Brighten Godfrey,2015,Program,"University of Illinois, USA",Brighten Godfrey,"University of Illinois, USA",North America,,Male,unknown
Sharon Goldberg,2015,Program,"Boston University, USA",Sharon Goldberg,"Boston University, USA",North America,Female,Female,female
Kyle Jamieson,2015,Program,"University College London, UK",Kyle Jamieson,"University College London, UK",Europe,Male,Male,mostly_female
Srikanth Kandula,2015,Program,"Microsoft Research, USA",Srikanth Kandula,"Microsoft Research, USA",North America,Male,Male,unknown
Dina Katabi,2015,Program,"MIT, USA",Dina Katabi,"MIT, USA",North America,Female,Female,female
Sachin Katti,2015,Program,"Stanford University, USA",Sachin Katti,"Stanford University, USA",North America,Male,Male,male
Ethan Katz-Bassett,2015,Program,"University of Southern California, USA",Ethan Katz-Bassett,"University of Southern California, USA",North America,Male,Male,male
Teemu Koponen,2015,Program,"VMware, USA",Teemu Koponen,"VMware, USA",North America,Male,Male,male
John C.S.Lui,2015,Program,"Chinese Univ. of Hong Kong, Hong Kong",John C.S.Lui,"Chinese Univ. of Hong Kong, Hong Kong",Asia,,Male,male
Z. Morley Mao,2015,Program,"Univ. of Michigan, USA",Z. Morley Mao,"Univ. of Michigan, USA",North America,Female,Female,unknown
Dave Oran,2015,Program,"Cisco, USA",Dave Oran,"Cisco, USA",North America,,Male,male
George Papen,2015,Program,"UC San Diego ECE, USA",George Papen,"UC San Diego ECE, USA",North America,Male,Male,male
KyoungSoo Park,2015,Program,"KAIST, Korea",KyoungSoo Park,"KAIST, Korea",Asia,Male,Male,unknown
George Porter,2015,Program,"UC San Diego CSE, USA",George Porter,"UC San Diego CSE, USA",North America,Male,Male,male
Luigi Rizzo,2015,Program,"Università di Pisa, Italy, USA",Luigi Rizzo,"Università di Pisa, Italy, USA",North America,Male,Male,male
Ashutosh Sabharwal,2015,Program,"Rice University, USA",Ashutosh Sabharwal,"Rice University, USA",North America,Male,Male,male
Stefan Savage,2015,Program,"UC San Diego CSE, USA",Stefan Savage,"UC San Diego CSE, USA",North America,Male,Male,male
Michael Schapira,2015,Program,"Hebrew University, Israel",Michael Schapira,"Hebrew University, Israel",Asia,Male,Male,male
Vyas Sekar,2015,Program,"Carnegie Mellon University, USA",Vyas Sekar,"Carnegie Mellon University, USA",North America,Male,Male,unknown
Kun Tan,2015,Program,"Microsoft Research, Asia",Kun Tan,"Microsoft Research, Asia",North America,Male,Male,andy
Pramod Viswanath,2015,Program,"UIUC, USA",Pramod Viswanath,"UIUC, USA",North America,,Male,male
Geoff Voelker,2015,Program,"UC San Diego CSE, USA",Geoff Voelker,"UC San Diego CSE, USA",North America,Male,Male,male
Michael Walfish,2015,Program,"NYU, USA",Michael Walfish,"NYU, USA",North America,Male,Male,male
Jia Wang,2015,Program,"AT&T Research, USA",Jia Wang,"AT&T Research, USA",North America,Female,Female,andy
Philip Watts,2015,Program,"University College London, UK",Philip Watts,"University College London, UK",Europe,,Male,male
David Wetherall,2015,Program,"Google and Univ. of Washington, USA",David Wetherall,"Google and Univ. of Washington, USA",North America,Male,Male,male
Walter Willinger,2015,Program,"Niksun, USA",Walter Willinger,"Niksun, USA",North America,Male,Male,male
Keith Winstein,2015,Program,"Stanford University, USA",Keith Winstein,"Stanford University, USA",North America,Male,Male,male
Xiaowei Yang,2015,Program,"Duke University, USA",Xiaowei Yang,"Duke University, USA",North America,Female,Female,unknown
Minlan Yu,2015,Program,"University of Southern California, USA",Minlan Yu,"University of Southern California, USA",North America,Female,Female,unknown
Ming Zhang,2015,Program,"Microsoft Research, USA",Ming Zhang,"Microsoft Research, USA",North America,Male,Male,andy
Lin Zhong,2015,Program,"Rice University, USA",Lin Zhong,"Rice University, USA",North America,Male,Male,female
Amin Vahdat,2016,Program,"UCSD and Google, USA",Amin Vahdat,"UCSD and Google, USA",North America,Male,Male,male
Sachin Katti,2016,Program,"Stanford University, USA",Sachin Katti,"Stanford University, USA",North America,Male,Male,male
Aditya Akella,2016,Program,"University of Wisconsin Madison, USA",Aditya Akella,"University of Wisconsin Madison, USA",North America,Male,Male,male
Mohammad Alizadeh,2016,Program,"MIT, USA",Mohammad Alizadeh,"MIT, USA",North America,Male,Male,male
Katerina Argyraki,2016,Program,"EPFL, Switzerland",Katerina Argyraki,"EPFL, Switzerland",Europe,,Female,female
Hari Balakrishnan,2016,Program,"MIT, USA",Hari Balakrishnan,"MIT, USA",North America,Male,Male,male
Hitesh Ballani,2016,Program,"Microsoft, UK",Hitesh Ballani,"Microsoft, UK",Europe,Male,Male,unknown
Sujata Banerjee,2016,Program,"HP Labs, USA",Sujata Banerjee,"HP Labs, USA",North America,Female,Female,female
Suman Banerjee,2016,Program,"University of Wisconsin Madison, USA",Suman Banerjee,"University of Wisconsin Madison, USA",North America,Male,Male,mostly_female
Theo Benson,2016,Program,"Duke University, USA",Theo Benson,"Duke University, USA",North America,Male,Male,male
Ranjita Bhagwan,2016,Program,"Microsoft, India",Ranjita Bhagwan,"Microsoft, India",Asia,Female,Female,unknown
Fabián Bustamante,2016,Program,"Northwestern University, USA",Fabián Bustamante,"Northwestern University, USA",North America,,Male,unknown
Nandita Dukkipati,2016,Program,"Google, USA",Nandita Dukkipati,"Google, USA",North America,Female,Female,female
Nick Feamster,2016,Program,"Princeton University, USA",Nick Feamster,"Princeton University, USA",North America,Male,Male,male
Nate Foster,2016,Program,"Cornell University, USA",Nate Foster,"Cornell University, USA",North America,Male,Male,female
Deepak Ganesan,2016,Program,"University of Massachusetts Amherst, USA",Deepak Ganesan,"University of Massachusetts Amherst, USA",North America,Male,Male,mostly_male
Yashar Ganjali,2016,Program,"University of Toronto, Canada",Yashar Ganjali,"University of Toronto, Canada",North America,Male,Male,male
Phillipa Gill,2016,Program,"Stony Broook University, USA",Phillipa Gill,"Stony Broook University, USA",North America,Female,Female,female
Sergey Gorisnky,2016,Program,"IMDEA Networks Institute, Spain",Sergey Gorisnky,"IMDEA Networks Institute, Spain",Europe,,Male,male
Ramesh Govindan,2016,Program,"University of Southern California, USA",Ramesh Govindan,"University of Southern California, USA",North America,Male,Male,male
Mark Handley,2016,Program,"University College London, UK",Mark Handley,"University College London, UK",Europe,Male,Male,male
Srikanth Kandula,2016,Program,"Microsoft, USA",Srikanth Kandula,"Microsoft, USA",North America,Male,Male,unknown
Brad Karp,2016,Program,"University College London, UK",Brad Karp,"University College London, UK",Europe,Male,Male,male
Ethan Katz-Bassett,2016,Program,"University of Southern California, USA",Ethan Katz-Bassett,"University of Southern California, USA",North America,Male,Male,male
Teemu Koponen,2016,Program,"VMWare, USA",Teemu Koponen,"VMWare, USA",North America,Male,Male,male
Swarun Kumar,2016,Program,"Carnegie Mellon University, USA",Swarun Kumar,"Carnegie Mellon University, USA",North America,Male,Male,unknown
Alex Liu,2016,Program,"Michigan State University, USA",Alex Liu,"Michigan State University, USA",North America,Male,Male,male
Harsha Madhyastha,2016,Program,"University of Michigan, USA",Harsha Madhyastha,"University of Michigan, USA",North America,,Male,unknown
Bruce Maggs,2016,Program,"Duke University, USA",Bruce Maggs,"Duke University, USA",North America,Male,Male,male
Ratul Mahajan,2016,Program,"Microsoft, USA",Ratul Mahajan,"Microsoft, USA",North America,Male,Male,unknown
Vishal Misra,2016,Program,"Columbia University, USA",Vishal Misra,"Columbia University, USA",North America,Male,Male,unknown
Michael Mitzenmacher,2016,Program,"Harvard University, USA",Michael Mitzenmacher,"Harvard University, USA",North America,Male,Male,male
Jeff Mogul,2016,Program,"Google, USA",Jeff Mogul,"Google, USA",North America,Male,Male,male
Andrew Moore,2016,Program,"University of Cambridge, UK",Andrew Moore,"University of Cambridge, UK",Europe,Male,Male,male
Radhika Niranjan Mysore,2016,Program,"Google, USA",Radhika Niranjan Mysore,"Google, USA",North America,Female,Female,female
Dave Oran,2016,Program,"Cisco, USA",Dave Oran,"Cisco, USA",North America,,Male,male
Venkat Padmanabhan,2016,Program,"Microsoft, India",Venkat Padmanabhan,"Microsoft, India",Asia,,Male,male
George Papen,2016,Program,"UC San Diego, USA",George Papen,"UC San Diego, USA",North America,Male,Male,male
KyoungSoo Park,2016,Program,"KAIST, Korea",KyoungSoo Park,"KAIST, Korea",Asia,Male,Male,unknown
Adrian Perrig,2016,Program,"ETH Zurich, Switzerland",Adrian Perrig,"ETH Zurich, Switzerland",Europe,Male,Male,male
Sylvia Ratnasamy,2016,Program,"UC Berkeley, USA",Sylvia Ratnasamy,"UC Berkeley, USA",North America,Female,Female,female
Vyas Sekar,2016,Program,"Carnegie Mellon University, USA",Vyas Sekar,"Carnegie Mellon University, USA",North America,Male,Male,unknown
Scott Shenker,2016,Program,"UC Berkeley, USA",Scott Shenker,"UC Berkeley, USA",North America,Male,Male,male
Ankit Singla,2016,Program,"ETH Zurich, Switzerland",Ankit Singla,"ETH Zurich, Switzerland",Europe,Male,Male,male
Joshua Smith,2016,Program,"University of Washington, USA",Joshua Smith,"University of Washington, USA",North America,Male,Male,male
Alex Snoeren,2016,Program,"UC San Diego, USA",Alex Snoeren,"UC San Diego, USA",North America,,Male,male
Ion Stoica,2016,Program,"UC Berkeley, USA",Ion Stoica,"UC Berkeley, USA",North America,Male,Male,male
Pramod Vishwanath,2016,Program,"University of Illinois Urbana-Champaign , USA",Pramod Vishwanath,"University of Illinois Urbana-Champaign , USA",North America,Male,Male,male
Geoff Voelker,2016,Program,"UC San Diego, USA",Geoff Voelker,"UC San Diego, USA",North America,Male,Male,male
Philip Watts,2016,Program,"University College London, UK",Philip Watts,"University College London, UK",Europe,,Male,male
David Wetherall,2016,Program,"Google & University of Washington, USA",David Wetherall,"Google & University of Washington, USA",North America,Male,Male,male
Keith Winstein,2016,Program,"Stanford University, USA",Keith Winstein,"Stanford University, USA",North America,Male,Male,male
Minlan Yu,2016,Program,"University of Southern California, USA",Minlan Yu,"University of Southern California, USA",North America,Female,Female,unknown
Matei Zaharia,2016,Program,"MIT, USA",Matei Zaharia,"MIT, USA",North America,Male,Male,male
Ellen Zegura,2016,Program,"Georgia Tech, USA",Ellen Zegura,"Georgia Tech, USA",North America,,Female,female
Ming Zhang,2016,Program,"Alibaba Group, USA",Ming Zhang,"Alibaba Group, USA",North America,Male,Male,andy
Alex C. Snoeren,2017,Program,UC San Diego,Alex C. Snoeren,UC San Diego,North America,Male,Male,male
Walter Willinger,2017,Program,"NIKSUN, Inc.",Walter Willinger,"NIKSUN, Inc.",North America,Male,Male,male
Mohammad Alizadeh,2017,Program,MIT,Mohammad Alizadeh,MIT,North America,Male,Male,male
Sujata Banerjee,2017,Program,VMware,Sujata Banerjee,VMware,North America,Female,Female,female
Suman Banerjee,2017,Program,University of Wisconsin - Madison,Suman Banerjee,University of Wisconsin - Madison,North America,Male,Male,mostly_female
Theo Benson,2017,Program,Duke University,Theo Benson,Duke University,North America,Male,Male,male
John W. Byers,2017,Program,Boston University,John W. Byers,Boston University,North America,Male,Male,male
Marco Canini,2017,Program,KAUST,Marco Canini,KAUST,Asia,Male,Male,male
Ranveer Chandra,2017,Program,Microsoft Research,Ranveer Chandra,Microsoft Research,North America,Male,Male,unknown
David Choffnes,2017,Program,Northeastern University,David Choffnes,Northeastern University,North America,Male,Male,male
Mosharaf Chowdhury,2017,Program,University of Michigan,Mosharaf Chowdhury,University of Michigan,North America,Male,Male,unknown
Mark Crovella,2017,Program,Boston University,Mark Crovella,Boston University,North America,Male,Male,male
RubÃ©n Cuevas,2017,Program,Universidad Carlos III de Madrid,Rubaon Cuevas,Universidad Carlos III de Madrid,Europe,,Male,unknown
Italo Cunha,2017,Program,UFMG,Italo Cunha,UFMG,South America,Male,Male,male
Xenofontas Dimitropoulos,2017,Program,University of Crete & FORTH,Xenofontas Dimitropoulos,University of Crete & FORTH,Europe,,Male,male
Nandita Dukkipati,2017,Program,Google,Nandita Dukkipati,Google,North America,Female,Female,female
Nate Foster,2017,Program,Cornell University,Nate Foster,Cornell University,North America,Male,Male,female
Monia Ghobadi,2017,Program,Microsoft Research,Monia Ghobadi,Microsoft Research,North America,,Female,female
Phillipa Gill,2017,Program,University of Massachusetts - Amherst,Phillipa Gill,University of Massachusetts - Amherst,North America,Female,Female,female
Sharon Goldberg,2017,Program,Boston University,Sharon Goldberg,Boston University,North America,Female,Female,female
Shyam Gollakota,2017,Program,University of Washington,Shyam Gollakota,University of Washington,North America,Male,Male,male
Arjun Guha,2017,Program,University of Massachusetts - Amherst,Arjun Guha,University of Massachusetts - Amherst,North America,Male,Male,male
Andreas Haeberlen,2017,Program,University of Pennsylvania,Andreas Haeberlen,University of Pennsylvania,North America,Male,Male,male
Haitham Hassanieh,2017,Program,UIUC,Haitham Hassanieh,UIUC,North America,Male,Male,male
Changhoon Kim,2017,Program,Barefoot Networks,Changhoon Kim,Barefoot Networks,North America,Male,Male,unknown
Teemu Koponen,2017,Program,Styra,Teemu Koponen,Styra,North America,Male,Male,male
Arvind Krishnamurthy,2017,Program,University of Washington,Arvind Krishnamurthy,University of Washington,North America,Male,Male,male
Nikolaos Laoutaris,2017,Program,Telefonica,Nikolaos Laoutaris,Telefonica,Europe,Male,Male,male
Olaf Maennel,2017,Program,Tallinn University of Technology,Olaf Maennel,Tallinn University of Technology,Australia,Male,Male,male
Ratul Mahajan,2017,Program,Microsoft Research,Ratul Mahajan,Microsoft Research,North America,Male,Male,unknown
Z. Morley Mao,2017,Program,University of Michigan,Z. Morley Mao,University of Michigan,North America,Female,Female,unknown
Michael Mitzenmacher,2017,Program,Harvard University,Michael Mitzenmacher,Harvard University,North America,Male,Male,male
Venkat Padmanabhan,2017,Program,Microsoft Research India,Venkat Padmanabhan,Microsoft Research India,Asia,,Male,male
Dina Papagiannaki,2017,Program,Google,Dina Papagiannaki,Google,North America,Female,Female,female
George Papen,2017,Program,UC San Diego,George Papen,UC San Diego,North America,Male,Male,male
Barath Raghavan,2017,Program,ICSI,Barath Raghavan,ICSI,North America,Male,Male,unknown
Bhaskaran Raman,2017,Program,IIT Bombay,Bhaskaran Raman,IIT Bombay,Asia,Male,Male,unknown
Pablo Rodriguez,2017,Program,Telefonica,Pablo Rodriguez,Telefonica,Europe,,Male,male
Michael Schapira,2017,Program,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,male
Vyas Sekar,2017,Program,Carnegie Mellon University,Vyas Sekar,Carnegie Mellon University,North America,Male,Male,unknown
Justine Sherry,2017,Program,Carnegie Mellon University,Justine Sherry,Carnegie Mellon University,North America,Male,Male,female
Ankit Singla,2017,Program,ETH ZÃ¼rich,Ankit Singla,ETH ZÃ¼rich,Europe,Male,Male,male
Kun Tan,2017,Program,Huawei,Kun Tan,Huawei,North America,Male,Male,andy
Renata Teixeira,2017,Program,Inria,Renata Teixeira,Inria,Europe,Female,Female,female
Amin Vahdat,2017,Program,Google,Amin Vahdat,Google,North America,Male,Male,male
Laurent Vanbever,2017,Program,ETH ZÃ¼rich,Laurent Vanbever,ETH ZÃ¼rich,Europe,Male,Male,male
George Varghese,2017,Program,UCLA,George Varghese,UCLA,North America,Male,Male,male
Keith Winstein,2017,Program,Stanford University,Keith Winstein,Stanford University,North America,Male,Male,male
Haifeng Yu,2017,Program,National University of Singapore,Haifeng Yu,National University of Singapore,Asia,Male,Male,unknown
Minlan Yu,2017,Program,Yale University,Minlan Yu,Yale University,North America,Female,Female,unknown
James Hongyi Zeng,2017,Program,Facebook,James Hongyi Zeng,Facebook,North America,,Male,male
Ming Zhang,2017,Program,Alibaba Group,Ming Zhang,Alibaba Group,North America,Male,Male,andy
David G. Anderson,2017,Program,"Carnegie Mellon University, USA)",David G. Anderson,"Carnegie Mellon University, USA)",North America,,,male
Pat Bosshard,2017,Program,"Barefoot Networks, USA)",Pat Bosshard,"Barefoot Networks, USA)",North America,Male,Male,andy
Petr Kuznetsov,2017,Program,"Telecom ParisTech, France)",Petr Kuznetsov,"Telecom ParisTech, France)",Europe,,,male
James Larus,2017,Program,"EPFL, Switzerland)",James Larus,"EPFL, Switzerland)",Europe,,,male
Raluca Ada Popa,2017,Program,"University of California, Berkeley, USA)",Raluca Ada Popa,"University of California, Berkeley, USA)",North America,Female,Female,female
Srinivasan Seshan,2017,Program,"Carnegie Mellon University, USA)",Srinivasan Seshan,"Carnegie Mellon University, USA)",North America,Male,Male,unknown
Darryl Veitch,2017,Program,"University of Technology Sydney, Australia)",Darryl Veitch,"University of Technology Sydney, Australia)",Australia,,,male
Mark Handley,2018,Program,"UCL, UK",Mark Handley,"UCL, UK",Europe,Male,Male,male
Dina Katabi,2018,Program,"MIT, USA",Dina Katabi,"MIT, USA",North America,Female,Female,female
Fadel Adib,2018,Program,"MIT, USA",Fadel Adib,"MIT, USA",North America,Male,Male,male
Aditya Akella,2018,Program,"Wisconsin, USA",Aditya Akella,"Wisconsin, USA",North America,Male,Male,male
Mohammad Alizadeh,2018,Program,"MIT, USA",Mohammad Alizadeh,"MIT, USA",North America,Male,Male,male
David Andersen,2018,Program,"CMU, USA",David Andersen,"CMU, USA",North America,Male,Male,male
Hitesh Ballani,2018,Program,"Microsoft, UK",Hitesh Ballani,"Microsoft, UK",Europe,Male,Male,unknown
Sujata Banerjee,2018,Program,"VMware, USA",Sujata Banerjee,"VMware, USA",North America,Female,Female,female
Theo Benson,2018,Program,"Brown, USA",Theo Benson,"Brown, USA",North America,Male,Male,male
Olivier Bonaventure,2018,Program,"UCL, Belgium",Olivier Bonaventure,"UCL, Belgium",Europe,Male,Male,male
Marco Canini,2018,Program,"KAUST, KSA",Marco Canini,"KAUST, KSA",Asia,Male,Male,male
Martin Casado,2018,Program,"A16Z, USA",Martin Casado,"A16Z, USA",North America,,Male,male
Ranveer Chandra,2018,Program,"Microsoft, USA",Ranveer Chandra,"Microsoft, USA",North America,Male,Male,unknown
Romit Roy Choudhury,2018,Program,"UIUC, USA",Romit Roy Choudhury,"UIUC, USA",North America,Male,Male,unknown
Mosharaf Chowdhury,2018,Program,"UMich, USA",Mosharaf Chowdhury,"UMich, USA",North America,Male,Male,unknown
Nandita Dukkipati,2018,Program,"Google, USA",Nandita Dukkipati,"Google, USA",North America,Female,Female,female
Nate Foster,2018,Program,"Cornell, USA",Nate Foster,"Cornell, USA",North America,Male,Male,female
Deepak Ganesan,2018,Program,"UMass, USA",Deepak Ganesan,"UMass, USA",North America,Male,Male,mostly_male
Brighten Godfrey,2018,Program,"UIUC, USA",Brighten Godfrey,"UIUC, USA",North America,,Male,unknown
Marco Gruteser,2018,Program,"Rutgers, USA",Marco Gruteser,"Rutgers, USA",North America,Male,Male,male
Haitham Hassanieh,2018,Program,"UIUC, USA",Haitham Hassanieh,"UIUC, USA",North America,Male,Male,male
Kyle Jamieson,2018,Program,"Princeton, USA",Kyle Jamieson,"Princeton, USA",North America,Male,Male,mostly_female
Srikanth Kandula,2018,Program,"Microsoft, USA",Srikanth Kandula,"Microsoft, USA",North America,Male,Male,unknown
Sachin Katti,2018,Program,"Stanford, USA",Sachin Katti,"Stanford, USA",North America,Male,Male,male
Changhoon Kim,2018,Program,"Barefoot, USA",Changhoon Kim,"Barefoot, USA",North America,Male,Male,unknown
Eddie Kohler,2018,Program,"Harvard, USA",Eddie Kohler,"Harvard, USA",North America,Male,Male,male
Arvind Krishnamurthy,2018,Program,"UW, USA",Arvind Krishnamurthy,"UW, USA",North America,Male,Male,male
Kate Lin,2018,Program,"NCTU, Taiwan",Kate Lin,"NCTU, Taiwan",Asia,,Female,female
Ratul Mahajan,2018,Program,"Intentionet, USA",Ratul Mahajan,"Intentionet, USA",North America,Male,Male,unknown
James Mickens,2018,Program,"Harvard, USA",James Mickens,"Harvard, USA",North America,Male,Male,male
Dave Oran,2018,Program,"Cisco, USA",Dave Oran,"Cisco, USA",North America,,Male,male
Dina Papagiannaki,2018,Program,"Google, USA",Dina Papagiannaki,"Google, USA",North America,Female,Female,female
KyoungSoo Park,2018,Program,"KAIST, South Korea",KyoungSoo Park,"KAIST, South Korea",Asia,Male,Male,unknown
Adrian Perrig,2018,Program,"ETH, Switzerland",Adrian Perrig,"ETH, Switzerland",Europe,Male,Male,male
Lili Qiu,2018,Program,"UT, USA",Lili Qiu,"UT, USA",North America,Female,Female,female
Costin Raiciu,2018,Program,"UPB, Romania",Costin Raiciu,"UPB, Romania",Europe,Male,Male,male
Michael Schapira,2018,Program,"HUJI, Israel",Michael Schapira,"HUJI, Israel",Asia,Male,Male,male
Aaron Schulman,2018,Program,"UCSD, USA",Aaron Schulman,"UCSD, USA",North America,Male,Male,male
Srinivasan Seshan,2018,Program,"CMU, USA",Srinivasan Seshan,"CMU, USA",North America,Male,Male,unknown
Justine Sherry,2018,Program,"CMU, USA",Justine Sherry,"CMU, USA",North America,Male,Male,female
Ion Stoica,2018,Program,"Berkeley, USA",Ion Stoica,"Berkeley, USA",North America,Male,Male,male
Renata Teixeira,2018,Program,"Inria, France",Renata Teixeira,"Inria, France",Europe,Female,Female,female
Amin Vahdat,2018,Program,"Google, USA",Amin Vahdat,"Google, USA",North America,Male,Male,male
Laurent Vanbever,2018,Program,"ETH, Switzerland",Laurent Vanbever,"ETH, Switzerland",Europe,Male,Male,male
Stefano Vissicchio,2018,Program,"UCL, UK",Stefano Vissicchio,"UCL, UK",Europe,Male,Male,male
Walter Willinger,2018,Program,"NIKSUN, USA",Walter Willinger,"NIKSUN, USA",North America,Male,Male,male
Keith Winstein,2018,Program,"Stanford, USA",Keith Winstein,"Stanford, USA",North America,Male,Male,male
Hongyi Zeng,2018,Program,"Facebook, USA",Hongyi Zeng,"Facebook, USA",North America,Male,Male,unknown
Ming Zhang,2018,Program,"Alibaba, China",Ming Zhang,"Alibaba, China",Asia,Male,Male,andy
Yibo Zhu,2018,Program,"Microsoft, USA",Yibo Zhu,"Microsoft, USA",North America,Male,Male,unknown
Katerina Argyraki,2019,Program,EPFL,Katerina Argyraki,EPFL,Europe,,Female,female
John Heidemann,2019,Program,USC/ISI,John Heidemann,USC/ISI,North America,,Male,male
Omid Abari,2019,Program,Waterloo,Omid Abari,Waterloo,North America,Male,Male,mostly_male
Fadel Adib,2019,Program,MIT,Fadel Adib,MIT,North America,Male,Male,male
